id,gender,subCategory,articleType,baseColour,season,year,usage,link,company,location,fabric,fit,location_encoded,gender_encoded
7937,Men,Topwear,Tshirts,Green,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/fdfe7b886fa93c94056e1e4d9f1715f8_images.jpg,Puma,Shimla,cotton,athletic,13,2
13812,Men,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/49cea6675f8ddb67313483da2c90a31f_images.jpg,Proline,Kochi,acrylic,cardigan,9,2
50349,Women,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Red-Kurta_d8a4e8f18a2c0d64be2fef5099f5021d_images.jpg,Aurelia,Shimla,cotton,anarkali,13,4
22769,Women,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/ea79db1627c8c3d8958f82340efa64e9_images.jpg,BIBA,Delhi,linen,layered,4,4
25914,Women,Bottomwear,Leggings,Olive,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/f15c70f3bca890af84dedafa839f3b71_images.jpg,Femella,Hyderabad,fabric_unknown,regular,7,4
21588,Men,Topwear,Tshirts,Grey,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c63aa5a0cf92985a6527f11c364f7356_images.jpg,Inesis,Hyderabad,nylon,slim,7,2
44923,Men,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/20b883733494228d02093c4e2ad2eb2f_images.jpg,Jack,Delhi,polyester,flared,4,2
12598,Unisex,Topwear,Tshirts,Orange,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/d4048bdc0567b5be0fca57d7bda6f908_images.jpg,Tantra,Kolkata,viscose,slim,10,3
19170,Men,Topwear,Tshirts,Olive,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/0e6787f9851661dcd1b5454d029be6e7_images.jpg,United,Hyderabad,nylon,slim,7,2
16138,Women,Topwear,Tshirts,Grey,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/27234c01d4dda41a191e969b701fb41b_images.jpg,Tokyo,Delhi,nylon,slim,4,4
34268,Women,Topwear,Dupatta,Purple,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/ac58ac8ba032e345d43bd3cddc82680e_images.jpg,Fabindia,Kolkata,cotton,designer,10,4
19342,Women,Topwear,Jackets,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a17db8e6c96c44467950a37c02e56465_images.jpg,United,Ahmedabad,nylon,fitted,0,4
18290,Women,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/5a71f4477f5e332491ea3401690be5b3_images.jpg,Aneri,Bangalore,wool,layered,1,4
20668,Men,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/348f07b44594bffd457a70a92c98bcd8_images.jpg,Classic,Lucknow,spandex,oversized,11,2
5836,Men,Topwear,Tshirts,Pink,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/43a3c0f6cfa7b70cd304a56c2449fc11_images.jpg,ADIDAS,Delhi,modal,regular,4,2
39745,Boys,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/bccf1b8ee74179b0b8465bcfdf80f46c_images.jpg,Gini,Chennai,spandex,cargo,3,0
15749,Men,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/6315e10104ddab3af2c2a405643f1424_images.jpg,Highlander,Srinagar,cotton,tailored,14,2
19184,Men,Topwear,Shirts,Red,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/07ac24b8f6eaeb18db5db67ed22b7df7_images.jpg,United,Bhopal,viscose,regular,2,2
3907,Women,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/0ceabbf67645499a047493f56f7c386f_images.jpg,Urban,Ahmedabad,polyester,jogger,0,4
29711,Men,Topwear,Shirts,Blue,Summer,2012.0,Formal,http://assets.myntassets.com/v1/images/style/properties/daf1b6b430d1ccb9f639e2166dbd3073_images.jpg,John,Bhopal,viscose,regular,2,2
35940,Women,Bottomwear,Capris,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/45c857e0c5db5b90c31ff7374e1b5ffa_images.jpg,Flying,Bhopal,linen,casual,2,4
48514,Women,Topwear,Tops,Grey,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/466a4a02adf73d1380927d6d44c1495d_images.jpg,French,Guwahati,lace,wrap,6,4
9633,Men,Topwear,Shirts,White,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/7fc41828fa5e8ddaf799ffa61aea4430_images.jpg,Indigo,Hyderabad,nylon,regular,7,2
51439,Women,Topwear,Tops,Grey,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/569c50dfbac2a828ae2a8c2863306950_images.jpg,Myntra,Guwahati,lace,wrap,6,4
10835,Men,Topwear,Tshirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b220f2b48b08febd8cc2a7f4256ce36b_images.jpg,Wrangler,Ahmedabad,viscose,slim,0,2
59654,Women,Saree,Sarees,Purple,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/FNF-Blue---Purple-Sari_623fe5f86ee4bd50d8beb16bd4865487_images.jpg,FNF,Lucknow,silk,designer,11,4
10009,Men,Topwear,Tshirts,Red,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/c683c989cc53d172a8d9b175d75d1294_images.jpg,Nike,Mumbai,modal,regular,12,2
4910,Women,Topwear,Tops,Pink,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/014519ce544153b6be1aaddc0075eed8_images.jpg,Levis,Jaipur,viscose,off-shoulder,8,4
43598,Men,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/2d03da4f209b5ecefbfd6e986deef557_images.jpg,Angry,Lucknow,spandex,oversized,11,2
9257,Men,Topwear,Shirts,Blue,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/25e01e080d5bdc4adb90a7ffc847187a_images.jpg,Mark,Chennai,cotton,regular,3,2
8385,Girls,Topwear,Tshirts,Orange,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/68540a8389d1a4a474037492a3e8cf15_images.jpg,Doodle,Bangalore,modal,regular,1,1
30856,Women,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/4b1adef4b1680fd29bc10781da15016c_images.jpg,Fabindia,Guwahati,khadi,loose,6,4
26933,Women,Topwear,Tops,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7c438f34d78fa055012f7e7b9c7e2784_images.jpg,Jealous,Ahmedabad,polyester,wrap,0,4
29147,Men,Topwear,Tshirts,Green,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c2f50ebbd884d95682e00bb73ce4c6c0_images.jpg,United,Chennai,cotton,athletic,3,2
21118,Men,Topwear,Shirts,Olive,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7a76bbe935cb227f86dc6ee762aa287c_images.jpg,s.Oliver,Bhopal,viscose,regular,2,2
21924,Women,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/981014e2c9131c83bef8d90edf5020c5_images.jpg,Biba,Bhopal,silk,modern,2,4
57198,Women,Topwear,Tops,Multi,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Multi-Coloured-Tunic_eeb30727fa5078147b59a846b3ff5818_images.jpg,Elle,Delhi,viscose,off-shoulder,4,4
9065,Men,Topwear,Shirts,Blue,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/18384f6c45b8873e9404d1df5a9a28dd_images.jpg,Mark,Chennai,cotton,regular,3,2
42678,Women,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/04744bcb4500fc218032bddfad4bb4f8_images.jpg,Alma,Delhi,wool,layered,4,4
12108,Women,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/0fdb2d0da6257a6ff6a4be4d77b5a1a2_images.jpg,W,Bangalore,chiffon,fitted,1,4
9859,Men,Topwear,Tshirts,Pink,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a4a630aa56bf41789bb1cae91cd8ffac_images.jpg,Status,Lucknow,spandex,oversized,11,2
12934,Men,Topwear,Tshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/f01dad5fe448ad5e8ecbd5645a4ba0bf_images.jpg,Classic,Kolkata,polyester,boxy,10,2
3103,Men,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/2fcbdde951178f84e93ed89817a601ce_images.jpg,Probase,Jaipur,modal,regular,8,2
42224,Women,Topwear,Tops,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/81d2b6c95708b73bc518c29a88d7f805_images.jpg,Sepia,Chennai,lace,wrap,3,4
30604,Men,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a44207fe5c682340c691d0090ebc4a9c_images.jpg,Nike,Kolkata,fleece,athletic,10,2
13486,Men,Topwear,Shirts,White,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/4766518a78c7bfa6f672876875a14600_images.jpg,United,Bhopal,viscose,regular,2,2
19980,Men,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/acee789f46bf2facc59ab24bf2530cfc_images.jpg,United,Bangalore,nylon,slim,1,2
23213,Women,Topwear,Kurtas,White,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/e0773e1666731ba273c09ba95514f858_images.jpg,Aneri,Guwahati,khadi,loose,6,4
18852,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/295b654f0705dfcab381ebf5ca536f2e_images.jpg,Puma,Bhopal,polyester,boxy,2,2
6471,Women,Topwear,Tshirts,Grey,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/ff8b5f0723f80c94f810bf364d664f48_images.jpg,ADIDAS,Ahmedabad,polyester,boxy,0,4
4326,Unisex,Topwear,Tshirts,Pink,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/09bfc3924a7efd8b61716407390ef878_images.jpg,Tantra,Srinagar,spandex,oversized,14,3
24036,Men,Topwear,Tshirts,Red,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a0b0548832158d22bc55fe278fd3e7d1_images.jpg,Locomotive,Guwahati,cotton,athletic,6,2
33081,Men,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b10fa72ea9666a9487d1847cbbeb2c7c_images.jpg,U.S.,Lucknow,cotton,athletic,11,2
40573,Women,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/784391935e7db4eb9ddf3a171a0a1f02_images.jpg,W,Bhopal,rayon,asymmetric,2,4
37613,Girls,Topwear,Tshirts,Purple,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7f4dd2f3bd1ade35ab96afabf9d55558_images.jpg,Madagascar3,Delhi,nylon,slim,4,1
10031,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/f891a7ec22ae36e8c14defd61bb0b7f3_images.jpg,Nike,Bangalore,modal,regular,1,2
24204,Men,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/dfe494e64c7161e1e63561efbfea427a_images.jpg,Deni,Delhi,polyester,flared,4,2
4928,Women,Topwear,Tops,Green,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a866b479997762fb0968fb8b9d9f94d4_images.jpg,Gini,Srinagar,lace,wrap,14,4
12766,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/bb9194a8a814bd92d2180d5040877df5_images.jpg,Spykar,Bhopal,polyester,boxy,2,2
51401,Men,Topwear,Shirts,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7e30615a10bfcdb141d62e561bc2c971_images.jpg,Myntra,Bhopal,polyester,regular,2,2
7791,Men,Topwear,Tshirts,Green,Fall,2011.0,Casual,http://assets.myntassets.com/assets/images/7791/2016/9/29/11475123934028-Proline-Mens-Polo-Solid-Olive-T-shirt-5801475123933732-1.jpg,Proline,Goa,viscose,slim,5,2
34096,Boys,Topwear,Tshirts,Red,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/3e6a58290fd29169219cde7004466a6e_images.jpg,Doodle,Hyderabad,nylon,slim,7,0
15127,Men,Bottomwear,Trousers,Brown,Fall,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c9048da20bb1b21b92cd061f8afe11fd_images.jpg,Arrow,Bangalore,corduroy,slim,1,2
11587,Women,Topwear,Kurtis,White,Summer,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/4938bfbf1c68d648e1ac83e9bc2f68bf_images.jpg,W,Kochi,chiffon,fitted,9,4
10455,Men,Topwear,Tshirts,Pink,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/814c59e2ebd22f52bf4330d2fa30c81c_images.jpg,Flying,Lucknow,spandex,oversized,11,2
18638,Men,Topwear,Tshirts,Black,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/7dbc055fa8f79ab862364fa1234e8b2b_images.jpg,Puma,Guwahati,cotton,athletic,6,2
2687,Women,Topwear,Tshirts,Orange,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/653f26c1be5c178d69dc11c0ae8dc894_images.jpg,Inkfruit,Hyderabad,nylon,slim,7,4
3755,Men,Topwear,Tshirts,Black,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e2cbcc53274422808b26af26c8a0da85_images.jpg,Status,Mumbai,nylon,slim,12,2
31180,Girls,Bottomwear,Leggings,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Leggings_35bdb4375745e793689def76857d3950_images.jpg,Gini,Bangalore,fabric_unknown,regular,1,1
6227,Men,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a80fef68e6df4ca7e6b8f12e4f62670f_images.jpg,Lee,Bangalore,nylon,slim,1,2
22597,Men,Topwear,Tshirts,Orange,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/a9f019596c870f19561ef40389283656_images.jpg,Nike,Bhopal,polyester,boxy,2,2
54725,Women,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Coral-Coloured-Printed-Kurta_0ffffc120af55d15c2bf75ba9f438910_images.jpg,Shree,Mumbai,linen,layered,12,4
12130,Women,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/c042cc7a785940deec65843b7117f4cd_images.jpg,Aurelia,Kolkata,silk,anarkali,10,4
26305,Men,Topwear,Tshirts,Cream,Fall,2013.0,Casual,http://assets.myntassets.com/v1/images/style/properties/8c797e1a01a1f1c3e394f70ac7278cf6_images.jpg,Proline,Bhopal,viscose,slim,2,2
42640,Women,Topwear,Kurtas,Red,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/78b4b5d981f627f02905da9e4a8ac350_images.jpg,W,Hyderabad,linen,layered,7,4
50385,Women,Bottomwear,Salwar and Dupatta,Pink,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Pink-Salwar-and-Dupatta_0490cabd124df4ae2a826af306b2c094_images.jpg,Vishudh,Shimla,fabric_unknown,regular,13,4
6015,Men,Topwear,Shirts,Black,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/af3110bb9de6608eacc980d51b237175_images.jpg,Highlander,Bangalore,modal,regular,1,2
21120,Men,Topwear,Sweaters,Purple,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9ef9d37fb29c0fed00276e82310dc647_images.jpg,s.Oliver,Kochi,blend,oversized,9,2
14001,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/c635ae593ee68ae5ea4cee2a1645d2f3_images.jpg,Nike,Bangalore,modal,regular,1,2
20234,Women,Topwear,Tshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/911ab9ee89d8b5f8881d9429d70b2b23_images.jpg,Wrangler,Jaipur,nylon,slim,8,4
5456,Men,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/36ee4332024113724ef29c9999c9d864_images.jpg,Nike,Kolkata,linen,casual,10,2
37283,Women,Topwear,Tshirts,Brown,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b607b3ff27ca5758dc27e2f11d6cdc96_images.jpg,Tantra,Bangalore,modal,regular,1,4
11573,Women,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/17b482f47eb1bef4f16eaa74f87c7680_images.jpg,W,Kochi,wool,layered,9,4
39319,Boys,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/4ce9548aa8e6ee3e2bbfde35def4c973_images.jpg,Gini,Hyderabad,silk,athletic,7,0
24694,Men,Topwear,Tshirts,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e46fe7dbec17e7c9483056df27d00067_images.jpg,Locomotive,Bhopal,viscose,slim,2,2
27011,Women,Bottomwear,Capris,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7a55d950c8af20ec73576735fac0f6d8_images.jpg,Jealous,Srinagar,spandex,cropped,14,4
13224,Men,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/cb09cdb7aefee927b4fd7509c991e6bc_images.jpg,Palm,Ahmedabad,cotton,cropped,0,2
28865,Men,Topwear,Tshirts,Brown,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c067b2a7a2d6ea7a7f7475b8349e5dd6_images.jpg,Proline,Shimla,cotton,athletic,13,2
31174,Girls,Topwear,Tops,Red,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/2b8a45322790bea5db64fc46b8d93f8f_images.jpg,Gini,Bangalore,silk,peplum,1,1
8349,Boys,Topwear,Tshirts,Green,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/5cbef27663ae84b8178d2d03c8a04414_images.jpg,Doodle,Srinagar,cotton,athletic,14,0
34406,Men,Topwear,Tshirts,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/55ef5f76e7558d44e61ee69e276224ad_images.jpg,Myntra,Bangalore,modal,regular,1,2
7301,Women,Topwear,Tops,Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a1e854e8897c7dc93927a9f557eada87_images.jpg,UCB,Bangalore,viscose,off-shoulder,1,4
30294,Men,Topwear,Tshirts,Off White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/6835e1a5c4400d31830b5d878cc60b68_images.jpg,Myntra,Bhopal,polyester,boxy,2,2
27223,Women,Dress,Dresses,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/baf6769c8c53624a2692f3cf55e2f5ba_images.jpg,Doodle,Goa,fabric_unknown,regular,5,4
7133,Men,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/1adabb7afa1895e26187de51dc97f50d_images.jpg,Urban,Bhopal,fleece,athletic,2,2
8947,Men,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/54bad8f8149abb2c62521e316c2267ab_images.jpg,Indigo,Ahmedabad,polyester,cropped,0,2
22751,Women,Topwear,Kurtas,White,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/0047ef9e724e0303e922e002d1d03d8c_images.jpg,BIBA,Guwahati,khadi,loose,6,4
5664,Men,Topwear,Tshirts,Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/28e594dc8ad5ee37f478a0adfda4278f_images.jpg,Tantra,Kochi,modal,regular,9,2
57968,Women,Saree,Sarees,Rust,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Prafful-Rust-Sari_9757f197576e7b7a5eaed77a515bb03f_images.jpg,Prafful,Kochi,banarasi,traditional,9,4
20006,Women,Topwear,Tshirts,Green,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/aff519fcd103f50388a3decb5233b411_images.jpg,United,Jaipur,modal,regular,8,4
11741,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/0e3338b2f8d74251fded4b573a04cbe9_images.jpg,Lee,Bhopal,polyester,boxy,2,2
10693,Women,Topwear,Tops,Purple,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/da7123f4cfb03ca41c1d285206c91d6c_images.jpg,Doodle,Chennai,lace,wrap,3,4
57154,Women,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Grey-Melange-T-shirt_ff5c6cc4af1cbc6b6cb5a410161a9568_images.jpg,Elle,Delhi,modal,regular,4,4
19148,Men,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/ee9e58dceb868ace5888a7ee92e220c7_images.jpg,United,Jaipur,modal,regular,8,2
26795,Men,Topwear,Shirts,Blue,Summer,2013.0,Formal,http://assets.myntassets.com/v1/images/style/properties/85a268d43cfa124f1f0e3dd3c2c5545c_images.jpg,Arrow,Shimla,cotton,regular,13,2
49638,Women,Topwear,Tops,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/73173b56eac99752350b55014bde2f57_images.jpg,Mineral,Lucknow,cotton,off-shoulder,11,4
43302,Women,Dress,Dresses,Purple,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Purple-Dress_ce19642ae477843da4871814402090dc_images.jpg,United,Hyderabad,fabric_unknown,regular,7,4
2025,Men,Topwear,Tshirts,Grey,Fall,2010.0,Sports,http://assets.myntassets.com/v1/images/style/properties/e98f641e5dd45cee52605669ea942d55_images.jpg,ADIDAS,Delhi,modal,regular,4,2
13472,Women,Dress,Dresses,White,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7b1b8cdc234c40b4f157b281309bf70e_images.jpg,United,Goa,fabric_unknown,regular,5,4
7557,Men,Bottomwear,Shorts,Green,Summer,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/38b31d4fd23158696f95b8d2d09d2f7a_images.jpg,Nike,Delhi,polyester,athletic,4,2
19974,Women,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/4d669497218f2e5dd0a1fc31efcd9c13_images.jpg,United,Hyderabad,nylon,slim,7,4
50715,Boys,Topwear,Tshirts,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/37361e7b815ded3efcb96f41f4fd21d7_images.jpg,Doodle,Guwahati,cotton,athletic,6,0
6485,Men,Topwear,Tshirts,Grey,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/11c569295ae2f57281e76b8a3744abdc_images.jpg,ADIDAS,Hyderabad,nylon,slim,7,2
34250,Men,Bottomwear,Shorts,Charcoal,Summer,2013.0,Sports,http://assets.myntassets.com/v1/images/style/properties/4d7c2bb436444c19974f825bbd5df765_images.jpg,Proline,Hyderabad,polyester,athletic,7,2
14657,Men,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a4a1e136d60855130467e3bd5b09bf60_images.jpg,Probase,Ahmedabad,polyester,cropped,0,2
52042,Unisex,Topwear,Rain Jacket,Black,Summer,2012.0,,http://assets.myntassets.com/v1/images/style/properties/34bc8f95b08b6ee558bb6665a30ca550_images.jpg,Just,Srinagar,fabric_unknown,regular,14,3
33075,Men,Topwear,Tshirts,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/67ca9a70b1865b99cf469696b69db583_images.jpg,U.S.Polo,Guwahati,spandex,oversized,6,2
40587,Women,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/05c7ea0c5d71046d577199505f6bffd5_images.jpg,Aurelia,Lucknow,cotton,anarkali,11,4
44315,Men,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e76cebed7e13e26fa01135c81d942f81_images.jpg,Indian,Ahmedabad,linen,casual,0,2
36735,Women,Topwear,Tshirts,Multi,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/79849cc5183d3f793f86c1055e7af577_images.jpg,Spykar,Guwahati,cotton,athletic,6,4
33247,Men,Topwear,Shirts,Grey,Summer,2012.0,Formal,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Grey-Check-Shirt_8578883922f43ef1a20b47886ab4bb80_images.jpg,Arrow,Lucknow,cotton,regular,11,2
11117,Men,Topwear,Shirts,Grey,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/f34d2bfc63969ccdf5fe45435b49c41b_images.jpg,Indigo,Bhopal,polyester,regular,2,2
32395,Women,Topwear,Shirts,Grey,Summer,2012.0,Formal,http://assets.myntassets.com/v1/images/style/properties/14bfa5ebb7ca9804880ef268b7b8b415_images.jpg,Arrow,Goa,viscose,regular,5,4
12792,Men,Topwear,Tshirts,Black,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/ac77f896f95d913c6cdab28bb52eaa5a_images.jpg,Nike,Guwahati,cotton,athletic,6,2
16332,Men,Topwear,Shirts,Red,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/74f5562ba26c812e6acd373172c60e31_images.jpg,Peter,Bhopal,polyester,regular,2,2
34062,Girls,Dress,Dresses,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/6e4f3854eb7b77188e914ee94bce4758_images.jpg,Gini,Chennai,fabric_unknown,regular,3,1
44588,Men,Topwear,Shirts,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/28e44de5a234820d82848cc5aaf81ef4_images.jpg,Scullers,Shimla,cotton,regular,13,2
21923,Women,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/39b56df9180aad807be17a6b6c72d3d8_images.jpg,BIBA,Mumbai,wool,layered,12,4
